x, y, cos(2*pi*x), error
0.286, -0.268678, -0.22427076094938103, 0.04440723905061894
0.288, -0.275422, -0.23649899702372443, 0.03892300297627557
0.29, -0.280561, -0.24868988716485463, 0.031871112835145377
0.292, -0.284377, -0.26084150628989666, 0.023535493710103328
0.294, -0.287203, -0.27295193551732505, 0.014251064482674936
0.296, -0.289412, -0.28501926246997605, 0.004392737530023949
0.298, -0.291399, -0.29704158157703475, 0.005642581577034733
0.3, -0.293566, -0.30901699437494734, 0.015450994374947347
0.302, -0.296307, -0.3209436098072093, 0.02463660980720933
0.304, -0.29999, -0.33281954452298657, 0.03282954452298659
0.306, -0.304943, -0.3446429231745169, 0.03969992317451687
0.308, -0.311442, -0.35641187871325064, 0.044969878713250644
0.31, -0.319695, -0.368124552684678, 0.04842955268467797
0.312, -0.329842, -0.379779095521801, 0.04993709552180098
0.314, -0.341941, -0.3913736668372024, 0.04943266683720243
0.316, -0.35597, -0.4029064357136626, 0.04693643571366257
0.318, -0.371826, -0.41437558099328414, 0.04254958099328415
0.32, -0.389331, -0.42577929156507277, 0.03644829156507279
0.322, -0.408237, -0.4371157666509327, 0.028878766650932697
0.324, -0.428238, -0.4483832160900321, 0.020145216090032114
0.326, -0.44898, -0.45957986062148787, 0.010599860621487878
0.328, -0.470076, -0.47070393216533263, 0.0006279321653326342
0.33, -0.491123, -0.4817536741017154, 0.009369325898284597
0.332, -0.511716, -0.4927273415482914, 0.01898865845170855
0.334, -0.531467, -0.5036232016357608, 0.027843798364239225
0.336, -0.550016, -0.5144395337815064, 0.03557646621849353
0.338, -0.567051, -0.5251746299612958, 0.04187637003870415
0.34, -0.582316, -0.5358267949789968, 0.04648920502100318
0.342, -0.595623, -0.546394346734269, 0.049228653265731004
0.344, -0.60686, -0.5568756164881876, 0.049984383511812336
0.346, -0.615995, -0.5672689491267562, 0.048726050873243776
0.348, -0.623078, -0.5775727034222674, 0.04550529657773261
0.35, -0.628236, -0.587785252292473, 0.04045074770752699
0.352, -0.631672, -0.5979049830575185, 0.03376701694248152
0.354, -0.633652, -0.607930297694605, 0.025721702305394945
0.356, -0.634501, -0.6178596130903341, 0.01664138690966588
0.358, -0.634581, -0.6276913612907004, 0.006889638709299595
0.36, -0.634284, -0.6374239897486896, 0.0031399897486896755
0.362, -0.634014, -0.647055961569444, 0.013041961569444038
0.364, -0.634167, -0.6565857557529562, 0.022418755752956154
0.366, -0.635119, -0.6660118674342514, 0.03089286743425146
0.368, -0.637211, -0.6753328081210244, 0.03812180812102439
0.37, -0.640732, -0.6845471059286887, 0.04381510592868876
0.372, -0.64591, -0.6936533058128047, 0.047743305812804726
0.374, -0.652902, -0.7026499697988491, 0.0497479697988491
0.376, -0.661788, -0.7115356772092853, 0.0497476772092853
0.378, -0.672566, -0.7203090248879069, 0.04774302488790694
0.38, -0.685153, -0.7289686274214113, 0.04381562742141132
0.382, -0.699391, -0.7375131173581737, 0.038122117358173724
0.384, -0.715048, -0.7459411454241821, 0.03089314542418209
0.386, -0.731832, -0.7542513807361039, 0.022419380736103833
0.388, -0.7494, -0.762442511011448, 0.013042511011448044
0.39, -0.767374, -0.7705132427757891, 0.0031392427757891417
0.392, -0.785352, -0.7784623015670233, 0.00688969843297671
0.394, -0.802929, -0.7862884321366189, 0.016640567863381084
0.396, -0.819712, -0.7939903986478354, 0.025721601352164614
0.398, -0.835334, -0.8015669848708767, 0.03376701512912328
0.4, -0.849468, -0.8090169943749473, 0.04045100562505266
0.402, -0.861845, -0.816339250717184, 0.04550574928281592
0.404, -0.872259, -0.8235325976284276, 0.04872640237157244
0.406, -0.88058, -0.8305958991958128, 0.04998410080418725
0.408, -0.886756, -0.8375280400421417, 0.049227959957858336
0.41, -0.890817, -0.8443279255020149, 0.04648907449798512
0.412, -0.892871, -0.8509944817946917, 0.041876518205308244
0.414, -0.893103, -0.8575266561936521, 0.03557634380634789
0.416, -0.891767, -0.8639234171928353, 0.027843582807164702
0.418, -0.889173, -0.8701837546695257, 0.018989245330474303
0.42, -0.885676, -0.8763066800438635, 0.009369319956136546
0.422, -0.881663, -0.8822912264349532, 0.0006282264349531941
0.424, -0.877536, -0.8881364488135445, 0.010600448813544494
0.426, -0.873696, -0.8938414241512638, 0.020145424151263747
0.428, -0.870527, -0.8994052515663711, 0.028878251566371027
0.43, -0.868379, -0.9048270524660194, 0.03644805246601934
0.432, -0.867556, -0.9101059706849957, 0.042549970684995664
0.434, -0.868304, -0.9152411726209175, 0.04693717262091757
0.436, -0.870799, -0.9202318473658704, 0.04943284736587039
0.438, -0.87514, -0.9250772068344579, 0.0499372068344579
0.44, -0.881347, -0.9297764858882513, 0.048429485888251356
0.442, -0.889359, -0.934328942456612, 0.04496994245661201
0.444, -0.899034, -0.9387338576538741, 0.03969985765387407
0.446, -0.910161, -0.9429905358928645, 0.032829535892864525
0.448, -0.922462, -0.9470983049947442, 0.02463630499474423
0.45, -0.935606, -0.9510565162951535, 0.015450516295153482
0.452, -0.949222, -0.954864544746643, 0.005642544746642941
0.454, -0.962914, -0.958521789017376, 0.004392210982624101
0.456, -0.976279, -0.9620276715860859, 0.014251328413914077
0.458, -0.988917, -0.9653816388332739, 0.023535361166726165
0.46, -1.000454, -0.9685831611286311, 0.03187083887136888
0.462, -1.010555, -0.971631732914674, 0.03892326708532612
0.464, -1.018934, -0.9745268727865772, 0.04440712721342277
0.466, -1.02537, -0.9772681235681935, 0.04810187643180641
0.468, -1.029713, -0.9798550523842469, 0.04985794761575324
0.47, -1.031893, -0.9822872507286886, 0.04960574927131134
0.472, -1.031919, -0.9845643345292053, 0.0473546654707947
0.474, -1.029882, -0.986685944207868, 0.04319605579213193
0.476, -1.025949, -0.988651744737914, 0.03729725526208605
0.478, -1.020357, -0.9904614256966512, 0.02989557430334877
0.48, -1.013404, -0.9921147013144778, 0.021289298685522207
0.482, -1.005436, -0.9936113105200084, 0.011824689479991601
0.484, -0.996836, -0.9949510169813002, 0.0018849830186998817
0.486, -0.988002, -0.9961336091431725, 0.008131609143172458
0.488, -0.979338, -0.9971589002606139, 0.017820900260613892
0.49, -0.971235, -0.9980267284282716, 0.0267917284282716
0.492, -0.964054, -0.9987369566060175, 0.0346829566060175
0.494, -0.958113, -0.9992894726405892, 0.04117647264058921
0.496, -0.953673, -0.9996841892832999, 0.04601118928329995
0.498, -0.950928, -0.9999210442038161, 0.048993044203816116
0.5, -0.95, -1.0, 0.050000000000000044
0.502, -0.950928, -0.9999210442038161, 0.048993044203816116
0.504, -0.953673, -0.9996841892832999, 0.04601118928329995
0.506, -0.958113, -0.9992894726405892, 0.04117647264058921
0.508, -0.964054, -0.9987369566060175, 0.0346829566060175
0.51, -0.971235, -0.9980267284282716, 0.0267917284282716
0.512, -0.979338, -0.9971589002606139, 0.017820900260613892
0.514, -0.988002, -0.9961336091431725, 0.008131609143172458
0.516, -0.996836, -0.9949510169813002, 0.0018849830186998817
0.518, -1.005436, -0.9936113105200084, 0.011824689479991601
0.52, -1.013404, -0.9921147013144779, 0.021289298685522096
0.522, -1.020357, -0.9904614256966512, 0.02989557430334877
0.524, -1.025949, -0.9886517447379141, 0.03729725526208594
0.526, -1.029882, -0.986685944207868, 0.04319605579213193
0.528, -1.031919, -0.9845643345292053, 0.0473546654707947
0.53, -1.031893, -0.9822872507286886, 0.04960574927131134
0.532, -1.029713, -0.9798550523842469, 0.04985794761575324
0.534, -1.02537, -0.9772681235681935, 0.04810187643180641
0.536, -1.018934, -0.9745268727865771, 0.04440712721342288
0.538, -1.010555, -0.9716317329146739, 0.03892326708532623
0.54, -1.000454, -0.9685831611286311, 0.03187083887136888
0.542, -0.988917, -0.9653816388332739, 0.023535361166726165
0.544, -0.976279, -0.9620276715860859, 0.014251328413914077
0.546, -0.962914, -0.9585217890173758, 0.004392210982624212
0.548, -0.949222, -0.9548645447466428, 0.00564254474664283
0.55, -0.935606, -0.9510565162951534, 0.015450516295153371
0.552, -0.922462, -0.9470983049947443, 0.02463630499474434
0.554, -0.910161, -0.9429905358928644, 0.032829535892864414
0.556, -0.899034, -0.938733857653874, 0.03969985765387396
0.558, -0.889359, -0.9343289424566119, 0.0449699424566119
0.56, -0.881347, -0.9297764858882512, 0.048429485888251245
0.562, -0.87514, -0.925077206834458, 0.049937206834458014
0.564, -0.870799, -0.9202318473658704, 0.04943284736587039
0.566, -0.868304, -0.9152411726209178, 0.04693717262091779
0.568, -0.867556, -0.9101059706849959, 0.042549970684995886
0.57, -0.868379, -0.9048270524660197, 0.036448052466019676
0.572, -0.870527, -0.8994052515663712, 0.028878251566371138
0.574, -0.873696, -0.8938414241512641, 0.02014542415126408
0.576, -0.877536, -0.8881364488135448, 0.010600448813544827
0.578, -0.881663, -0.8822912264349535, 0.0006282264349535271
0.58, -0.885676, -0.8763066800438637, 0.009369319956136324
0.582, -0.889173, -0.8701837546695258, 0.01898924533047419
0.584, -0.891767, -0.8639234171928356, 0.02784358280716437
0.586, -0.893103, -0.8575266561936525, 0.035576343806347444
0.588, -0.892871, -0.8509944817946921, 0.04187651820530791
0.59, -0.890817, -0.8443279255020152, 0.046489074497984784
0.592, -0.886756, -0.8375280400421418, 0.049227959957858225
0.594, -0.88058, -0.8305958991958129, 0.04998410080418714
0.596, -0.872259, -0.8235325976284277, 0.04872640237157233
0.598, -0.861845, -0.816339250717184, 0.04550574928281592
0.6, -0.849468, -0.8090169943749475, 0.04045100562505255
0.602, -0.835334, -0.8015669848708769, 0.03376701512912317
0.604, -0.819712, -0.7939903986478356, 0.02572160135216439
0.606, -0.802929, -0.786288432136619, 0.016640567863380973
0.608, -0.785352, -0.7784623015670236, 0.006889698432976488
0.61, -0.767374, -0.7705132427757893, 0.0031392427757892527
0.612, -0.7494, -0.7624425110114481, 0.013042511011448155
0.614, -0.731832, -0.754251380736104, 0.022419380736103944
0.616, -0.715048, -0.7459411454241822, 0.0308931454241822
0.618, -0.699391, -0.7375131173581739, 0.038122117358173946
0.62, -0.685153, -0.7289686274214116, 0.04381562742141154
0.622, -0.672566, -0.7203090248879072, 0.04774302488790716
0.624, -0.661788, -0.7115356772092856, 0.049747677209285524
0.626, -0.652902, -0.7026499697988493, 0.04974796979884932
0.628, -0.64591, -0.693653305812805, 0.04774330581280506
0.63, -0.640732, -0.684547105928689, 0.04381510592868898
0.632, -0.637211, -0.6753328081210246, 0.038121808121024614
0.634, -0.635119, -0.6660118674342518, 0.03089286743425179
0.636, -0.634167, -0.6565857557529565, 0.022418755752956487
0.638, -0.634014, -0.6470559615694442, 0.01304196156944426
0.64, -0.634284, -0.6374239897486896, 0.0031399897486896755
0.642, -0.634581, -0.6276913612907002, 0.006889638709299706
0.644, -0.634501, -0.6178596130903348, 0.016641386909665212
0.646, -0.633652, -0.6079302976946057, 0.02572170230539428
0.648, -0.631672, -0.5979049830575192, 0.033767016942480854
0.65, -0.628236, -0.5877852522924732, 0.04045074770752677
0.652, -0.623078, -0.5775727034222676, 0.04550529657773239
0.654, -0.615995, -0.5672689491267565, 0.04872605087324344
0.656, -0.60686, -0.556875616488188, 0.049984383511812
0.658, -0.595623, -0.5463943467342689, 0.049228653265731115
0.66, -0.582316, -0.5358267949789963, 0.04648920502100362
0.662, -0.567051, -0.5251746299612954, 0.04187637003870459
0.664, -0.550016, -0.5144395337815068, 0.0355764662184932
0.666, -0.531467, -0.503623201635761, 0.027843798364239003
0.668, -0.511716, -0.4927273415482917, 0.018988658451708273
0.67, -0.491123, -0.4817536741017153, 0.009369325898284653
0.672, -0.470076, -0.47070393216533246, 0.0006279321653324677
0.674, -0.44898, -0.45957986062148765, 0.010599860621487656
0.676, -0.428238, -0.44838321609003196, 0.020145216090031948
0.678, -0.408237, -0.4371157666509325, 0.028878766650932475
0.68, -0.389331, -0.42577929156507216, 0.03644829156507218
0.682, -0.371826, -0.41437558099328436, 0.042549580993284375
0.684, -0.35597, -0.40290643571366275, 0.04693643571366274
0.686, -0.341941, -0.3913736668372024, 0.04943266683720243
0.688, -0.329842, -0.37977909552180183, 0.04993709552180181
0.69, -0.319695, -0.3681245526846786, 0.04842955268467858
0.692, -0.311442, -0.35641187871325125, 0.044969878713251255
0.694, -0.304943, -0.3446429231745175, 0.03969992317451748
0.696, -0.29999, -0.332819544522987, 0.03282954452298703
0.698, -0.296307, -0.32094360980720976, 0.024636609807209775
0.7, -0.293566, -0.30901699437494756, 0.015450994374947569
0.702, -0.291399, -0.297041581577035, 0.005642581577034955
0.704, -0.289412, -0.28501926246997694, 0.004392737530023061
0.706, -0.287203, -0.27295193551732594, 0.014251064482674047
0.708, -0.284377, -0.26084150628989755, 0.02353549371010244
0.71, -0.280561, -0.2486898871648553, 0.03187111283514471
0.712, -0.275422, -0.2364989970237251, 0.038923002976274906
0.714, -0.268678, -0.2242707609493815, 0.04440723905061847
0.716, -0.260108, -0.21200710992205485, 0.04810089007794516
0.718, -0.249568, -0.19970998051440714, 0.049858019485592875
0.72, -0.236987, -0.18738131458572463, 0.049605685414275374
0.722, -0.222378, -0.17502305897527595, 0.04735494102472404
0.724, -0.205833, -0.16263716519488428, 0.04319583480511571
0.726, -0.187523, -0.15022558912075762, 0.037297410879242376
0.728, -0.167686, -0.13779029068463852, 0.02989570931536148
0.73, -0.146622, -0.12533323356430462, 0.021288766435695383
0.732, -0.124681, -0.11285638487348193, 0.01182461512651807
0.734, -0.102246, -0.10036171485121503, 0.0018842851487849699
0.736, -0.079719, -0.08785119655074321, 0.00813219655074321
0.738, -0.057506, -0.07532680552793265, 0.01782080552793265
0.74, -0.035999, -0.0627905195293132, 0.02679151952931319
0.742, -0.015562, -0.05024431817977016, 0.03468231817977016
0.744, 0.003486, -0.037690182669935034, 0.04117618266993504
0.746, 0.020881, -0.025130095443337875, 0.046011095443337875
0.748, 0.036427, -0.012566039883352897, 0.0489930398833529
0.75, 0.05, -1.8369701987210297e-16, 0.05000000000000018
0.752, 0.061559, 0.01256603988335253, 0.04899296011664747
0.754, 0.071142, 0.025130095443337507, 0.046011904556662486
0.756, 0.078867, 0.03769018266993468, 0.04117681733006533
0.758, 0.084927, 0.0502443181797698, 0.0346826818202302
0.76, 0.089582, 0.06279051952931283, 0.026791480470687162
0.762, 0.093147, 0.07532680552793229, 0.017820194472067702
0.764, 0.095983, 0.08785119655074285, 0.008131803449257152
0.766, 0.098477, 0.10036171485121467, 0.0018847148512146777
0.768, 0.101031, 0.11285638487348157, 0.011825384873481573
0.77, 0.104044, 0.12533323356430423, 0.021289233564304233
0.772, 0.107895, 0.13779029068463816, 0.029895290684638157
0.774, 0.112929, 0.15022558912075723, 0.03729658912075723
0.776, 0.119441, 0.1626371651948839, 0.04319616519488388
0.778, 0.127668, 0.17502305897527556, 0.04735505897527556
0.78, 0.137776, 0.18738131458572427, 0.04960531458572426
0.782, 0.149852, 0.19970998051440675, 0.049857980514406736
0.784, 0.163906, 0.2120071099220545, 0.04810110992205449
0.786, 0.179864, 0.22427076094938111, 0.04440676094938112
0.788, 0.197576, 0.23649899702372473, 0.03892299702372473
0.79, 0.216819, 0.24868988716485496, 0.03187088716485495
0.792, 0.237306, 0.2608415062898972, 0.02353550628989723
0.794, 0.258701, 0.2729519355173256, 0.014250935517325591
0.796, 0.280627, 0.2850192624699766, 0.004392262469976593
0.798, 0.302684, 0.29704158157703464, 0.005642418422965367
0.8, 0.324468, 0.30901699437494723, 0.01545100562505275
0.802, 0.34558, 0.32094360980720943, 0.02463639019279057
0.804, 0.365649, 0.3328195445229867, 0.032829455477013325
0.806, 0.384342, 0.34464292317451717, 0.03969907682548285
0.808, 0.401382, 0.3564118787132509, 0.0449701212867491
0.81, 0.416554, 0.3681245526846783, 0.04842944731532167
0.812, 0.429716, 0.37977909552180156, 0.04993690447819843
0.814, 0.440806, 0.3913736668372021, 0.04943233316279788
0.816, 0.449843, 0.40290643571366247, 0.04693656428633752
0.818, 0.456925, 0.41437558099328403, 0.042549419006715994
0.82, 0.462228, 0.4257792915650718, 0.0364487084349282
0.822, 0.465994, 0.4371157666509322, 0.028878233349067806
0.824, 0.468529, 0.4483832160900316, 0.02014578390996835
0.826, 0.47018, 0.45957986062148737, 0.010600139378512619
0.828, 0.471332, 0.47070393216533213, 0.0006280678346678448
0.83, 0.472385, 0.48175367410171493, 0.009368674101714936
0.832, 0.473738, 0.4927273415482913, 0.018989341548291294
0.834, 0.475779, 0.5036232016357607, 0.02784420163576068
0.836, 0.478863, 0.5144395337815064, 0.035576533781506436
0.838, 0.483298, 0.5251746299612949, 0.04187662996129493
0.84, 0.489338, 0.535826794978996, 0.046488794978995995
0.842, 0.497166, 0.5463943467342686, 0.04922834673426857
0.844, 0.506891, 0.5568756164881875, 0.04998461648818753
0.846, 0.518543, 0.5672689491267561, 0.048725949126756096
0.848, 0.532067, 0.5775727034222673, 0.04550570342226734
0.85, 0.547334, 0.5877852522924729, 0.04045125229247293
0.852, 0.564138, 0.5979049830575187, 0.033766983057518685
0.854, 0.582208, 0.6079302976946054, 0.025722297694605434
0.856, 0.601219, 0.6178596130903344, 0.01664061309033449
0.858, 0.620802, 0.6276913612906999, 0.006889361290699947
0.86, 0.640564, 0.6374239897486893, 0.003140010251310721
0.862, 0.660098, 0.6470559615694439, 0.013042038430556069
0.864, 0.679005, 0.6565857557529562, 0.02241924424704378
0.866, 0.696905, 0.6660118674342514, 0.03089313256574855
0.868, 0.713455, 0.6753328081210244, 0.038122191878975586
0.87, 0.728362, 0.6845471059286886, 0.04381489407131134
0.872, 0.741397, 0.693653305812805, 0.04774369418719493
0.874, 0.752398, 0.7026499697988493, 0.049748030201150706
0.876, 0.761283, 0.7115356772092849, 0.04974732279071514
0.878, 0.768052, 0.7203090248879066, 0.047742975112093355
0.88, 0.772784, 0.7289686274214113, 0.043815372578588696
0.882, 0.775635, 0.7375131173581737, 0.038121882641826255
0.884, 0.776834, 0.745941145424182, 0.03089285457581803
0.886, 0.776671, 0.7542513807361038, 0.02241961926389624
0.888, 0.775485, 0.7624425110114479, 0.013042488988552092
0.89, 0.773653, 0.7705132427757894, 0.003139757224210671
0.892, 0.771573, 0.7784623015670236, 0.006889301567023609
0.894, 0.769647, 0.7862884321366186, 0.016641432136618617
0.896, 0.768268, 0.793990398647835, 0.0257223986478351
0.898, 0.7678, 0.8015669848708764, 0.03376698487087637
0.9, 0.768566, 0.8090169943749473, 0.04045099437494737
0.902, 0.770834, 0.8163392507171839, 0.04550525071718392
0.904, 0.774806, 0.8235325976284275, 0.04872659762842746
0.906, 0.780612, 0.8305958991958127, 0.0499838991958127
0.908, 0.7883, 0.8375280400421419, 0.049228040042141874
0.91, 0.797839, 0.8443279255020153, 0.04648892550201533
0.912, 0.809118, 0.8509944817946921, 0.041876481794692055
0.914, 0.82195, 0.8575266561936521, 0.035576656193652134
0.916, 0.83608, 0.8639234171928352, 0.027843417192835118
0.918, 0.851195, 0.8701837546695256, 0.018988754669525543
0.92, 0.866938, 0.8763066800438636, 0.009368680043863598
0.922, 0.88292, 0.8822912264349533, 0.0006287735650467585
0.924, 0.898737, 0.8881364488135446, 0.01060055118645542
0.926, 0.913987, 0.8938414241512639, 0.020145575848736108
0.928, 0.928284, 0.8994052515663712, 0.02887874843362881
0.93, 0.941275, 0.9048270524660198, 0.036447947533980174
