NN,Komma,die,ADJD,PTKNEG, prels
ADJA,NN,der,NN,APPR, art
ADJA,NN,der,NN,APPR, art
ADV,APPR,der,ADJA,NN, art
NN,$(,der,NN,VVFIN, art
ADJA,NN,der,NN,APPR, art
ART,NN,der,NN,ART, art
KOUS,APPR,das,NN,ART, art
KOUS,PRF,die,ADJA,NN, art
NN,APPR,der,NN,ADJA, art
APPR,NN,der,ADJA,NN, art
VVPP,Komma,die,NN,KON, art
VAFIN,APPR,der,ADJA,NN, art
NE,KON,der,NN,NE, art
NN,VVFIN,die,NN,ADV, art
NE,KON,das,ADJA,NN, art
VAFIN,ADV,die,NN,APPR, art
ART,NN,der,NN,KON, art
Komma,KOUS,die,ADJA,NN, art
VVFIN,PRF,die,NN,ADV, art
NN,VVFIN,das,NN,APPR, art
NN,VVFIN,der,NN,Komma, art
Komma,KOUS,der,NN,ART, art
NN,VAFIN,der,NN,APPR, art
NN,Komma,der,ART,NN, prels
Komma,PRELS,das,NN,PPOSAT, art
NN,APPR,das,NN,ART, art
$(,VAFIN,die,NN,Komma, art
ADJA,NN,der,ADJA,NN, art
ART,NN,der,NN,$., art
APPRART,NN,der,TRUNC,KON, art
ADJD,APPR,der,NN,APPRART, art
ADJD,APPR,die,NN,ART, art
NE,VMFIN,die,ADJA,NN, art
ADJA,NN,der,NN,APPR, art
Komma,KOUI,das,NN,PTKZU, art
VVPP,APPR,die,NN,APPR, art
NN,VAFIN,die,NN,ART, art
Komma,VAFIN,die,NN,APPR, art
NN,APPR,die,NN,VVPP, art
VVFIN,ADV,die,ADJA,NN, art
CARD,APPR,der,NN,ART, art
CARD,VMFIN,die,NN,ART, art
NN,APPR,die,NN,ADJD, art
ADJA,NN,die,ADJA,NN, art
NN,VVFIN,die,ADJA,NN, art
PTKVZ,Komma,das,APPR,ADJA, prels
KON,NN,der,ADJA,ADJD, art
ADJA,NN,der,NN,APPR, art
VVFIN,ADJD,die,NN,Komma, art
NN,VVFIN,die,NN,ADV, art
CARD,NN,der,NN,VAFIN, art
CARD,NN,der,NN,ADV, art
Komma,KOUS,das,NN,APPR, art
NN,Komma,die,PTKA,ADJD, prels
PRF,Komma,die,NN,VAFIN, art
ART,NN,der,NN,PROAV, art
APPRART,NN,die,ADJA,NN, art
KON,APPR,der,NN,KON, art
VVFIN,PRF,der,NN,ADV, art
VVFIN,ADV,die,NN,ART, art
VVINF,Komma,das,NN,PTKNEG, art
VMFIN,PRF,die,NN,ART, art
NN,Komma,die,ADJA,NN, art
VMFIN,ADV,der,ADJD,ADJA, art
$(,VVFIN,das,NN,ART, art
VVFIN,ADV,die,NN,ART, art
KOUS,PPER,das,NN,VVFIN, art
ART,NN,der,NN,$., art
NN,VAFIN,die,NN,ADV, art
Komma,KON,der,ADJA,NN, art
NN,Komma,der,APPR,NN, prels
APPR,NN,der,ADJA,NN, art
NN,Komma,die,ART,NN, prels
Komma,PRELS,das,NN,APPR, art
$(,Komma,der,NE,ADJD, prels
ADJD,VVFIN,das,NN,APPR, art
APPR,PRELS,der,NN,ADV, art
VVFIN,PPER,das,APPR,CARD, art
Komma,KOUS,die,ADJA,NN, art
NN,VMFIN,die,NN,APPRART, art
ADV,VVFIN,die,ADJA,NN, art
Komma,KOUS,die,CARD,CARD, art
NN,Komma,die,ADV,ART, prels
NN,Komma,die,NN,Komma, art
PRF,APPR,der,NN,ART, art
PWAV,VAFIN,die,NN,ADJD, art
NE,VVFIN,die,NN,ART, art
NN,APPR,der,NN,APPR, art
Komma,APPR,der,PPER,APPR, prels
NN,Komma,die,PPER,ADV, prels
$(,APPR,der,ART,NN, prels
ART,NN,das,NN,Komma, art
NN,$(,die,NN,NE, art
ADV,ADV,die,NN,$., art
Komma,KOUS,die,NN,PTKNEG, art
VAFIN,Komma,die,NN,PTKZU, art
PROAV,Komma,der,ADJD,ADJD, prels
NN,ADJD,der,NE,VVFIN, art
VVPP,Komma,die,ADJD,APPR, prels
ADJD,APPR,die,NE,APPR, art
NE,Komma,der,ADV,VVPP, prels
$(,APPR,der,NN,VVPP, art
NN,APPR,der,NN,APPR, art
NN,Komma,die,PPER,ADV, prels
Komma,KOUS,die,NN,PPER, art
NN,Komma,die,VVFIN,Komma, prels
PIS,Komma,der,APPR,ART, prels
PRELS,APPR,der,NN,APPR, art
NN,APPR,die,NE,VAFIN, art
PRF,APPR,die,NN,APPR, art
ADJD,PPER,das,NN,$., art
PPER,Komma,der,VVFIN,APPR, prels
ADJD,NN,der,NN,$(, art
NN,Komma,die,PPER,ADJD, prels
NN,Komma,die,NN,Komma, art
Komma,PWAV,die,NN,VVFIN, art
VVFIN,PPER,der,NN,$., art
ADV,ADV,die,NN,APPR, art
Komma,KOUS,das,NN,APPR, art
ADJA,NN,der,NN,VVFIN, art
NN,APPR,das,APPR,ART, art
ART,NN,die,NN,ART, art
NN,Komma,die,APPR,NN, prels
ART,NN,der,NN,ADV, art
Komma,VAFIN,die,ADJA,NN, art
NN,Komma,die,ART,NN, prels
Komma,PRELS,die,NN,ADV, art
VVPP,Komma,das,NN,ADJA, art
NN,APPR,das,ADJA,NN, art
APPR,NN,der,NN,$., art
ADV,APPR,das,NN,ART, art
PTKNEG,APPR,das,ADJA,NN, art
APPR,NN,der,NN,KON, art
ADJA,NN,der,ADJA,NN, art
ART,NN,der,$(,NN, art
NN,KON,der,NN,ART, art
NN,Komma,das,PTKNEG,ADV, prels
KON,ADV,das,NN,ART, art
Komma,KOUS,die,ADJA,NN, art
NN,ADV,der,ADJA,NN, art
NN,Komma,das,ART,NN, prels
Komma,PRELS,die,NN,ADJA, art
ADV,VVFIN,die,$(,NN, art
ADV,APPR,der,NN,APPR, art
VVFIN,Komma,die,ART,ADJA, prels
Komma,PRELS,die,ADJA,NN, art
ADJA,NN,der,ADJA,NN, art
ART,NN,der,NN,APPR, art
NE,APPO,das,$(,ADJA, art
VAFIN,APPR,der,NN,ART, art
NN,APPR,die,NN,VVFIN, art
ART,NN,der,NN,ADJA, art
NN,APPR,die,NN,ART, art
KOUS,APPR,der,ADJA,NN, art
NN,APPR,der,NN,APPRART, art
NN,Komma,die,ART,ADJA, prels
ADV,APPR,die,NN,ART, art
VMFIN,PRF,die,ADJA,ADV, art
NN,VAFIN,das,NN,APPR, art
Komma,VAFIN,der,NN,APPR, art
NN,APPR,die,NN,APPR, art
KOUS,PROAV,der,$(,NN, art
Komma,PWAV,die,ADJA,NN, art
NN,Komma,das,ART,NN, prels
NN,APPR,der,$(,NN, art
NN,Komma,das,APPR,CARD, prels
CARD,NN,der,NN,APPR, art
PTKVZ,Komma,das,KON,APPR, prels
PRF,ADV,die,NN,PTKVZ, art
Komma,NN,der,NE,Komma, art
Komma,VAFIN,die,ADJA,NN, art
NN,VVFIN,das,NN,Komma, art
ART,NN,der,CARD,ADJA, art
VAFIN,ADV,die,NN,VVFIN, art
NN,KON,der,NN,$., art
Komma,PRELS,die,NN,VVFIN, art
Komma,APPR,die,NN,PTKZU, art
ADV,APPR,der,NN,ART, art
NN,VVFIN,das,NN,APPR, art
Komma,KOUS,die,NN,NN, art
PIS,Komma,der,APPR,ART, prels
CARD,NN,die,NN,APPRART, art
NE,CARD,der,NN,VVFIN, art
NN,VAFIN,die,NN,$., art
VAFIN,PPER,die,NN,VVIZU, art
NN,Komma,die,PRF,ADJD, prels
ADV,APPR,der,NN,Komma, art
KON,APPR,der,NN,VVFIN, art
ADV,APPR,die,NN,VVFIN, art
$(,APPR,der,NN,$., art
ADV,PIS,der,ADJA,ADJA, art
VVPP,Komma,die,ADV,ADV, prels
VAFIN,APPR,die,NN,ART, art
VVINF,APPR,der,ADJA,NN, art
NE,APPR,der,NN,ADJA, art
VMFIN,ADV,die,NN,NE, art
KON,KOUS,die,NN,ART, art
ART,NN,der,NN,CARD, art
NN,APPR,die,ADJA,NN, art
NN,APPR,die,NN,Komma, art
VVFIN,APPR,der,ADJA,ADJA, art
ART,NN,der,ADJA,NN, art
ADV,APPR,der,ADJA,NE, art
VVFIN,NE,das,NN,$., art
Komma,VVFIN,der,NN,KON, art
ADV,VVFIN,die,NN,PPOSAT, art
NN,VVFIN,die,NN,Komma, art
NN,Komma,die,APPR,NN, prels
APPR,PIS,die,NN,Komma, art
ADV,VAFIN,die,NN,ADV, art
NN,VVFIN,der,NN,APPRART, art
PIAT,NN,die,ADJA,NN, art
NN,VAFIN,die,ADJA,NN, art
ADV,VAFIN,der,ADJA,NN, art
ART,APPR,der,NE,NN, art
NE,Komma,der,APPR,ART, prels
PRELS,APPR,der,NN,NE, art
NN,KOKOM,der,NN,VVFIN, art
ART,NN,der,NN,APPR, art
PRF,ADV,die,NN,APPRART, art
NN,APPR,das,NN,PTKZU, art
KOUS,PPER,der,NN,NE, art
NN,KOKOM,die,NN,Komma, art
NN,Komma,die,APPR,NN, prels
PRF,PROAV,die,NN,Komma, art
CARD,NN,der,TRUNC,APPR, art
Komma,KOUS,die,NN,APPR, art
VVFIN,APPR,die,NN,APPR, art
ADJD,VAFIN,der,NN,APPR, art
VAPP,APPR,der,NN,Komma, art
VAFIN,PRF,die,NN,APPR, art
VVFIN,NE,die,NN,$., art
NN,APPR,der,NN,VAFIN, art
ADJA,NN,der,NN,$., art
ADV,ADV,die,NN,$., art
NE,APPR,die,NN,PTKZU, art
NN,Komma,die,ADV,$(, prels
KON,ADV,die,NN,Komma, art
NN,VVFIN,die,PIDAT,ART, art
NN,Komma,die,VVFIN,$(, prels
Komma,KON,die,$(,NN, art
VVFIN,APPR,das,PIAT,ADJA, art
VAINF,Komma,die,NN,ADV, art
NN,NE,die,NN,APPRART, art
KON,VVFIN,die,ADJA,NN, art
ART,NN,die,NN,NN, art
KOUS,NN,der,NN,APPR, art
PPER,VAFIN,die,NN,VVPP, art
KON,NN,der,ADJA,NN, art
NN,Komma,die,PPER,APPR, prels
PPER,APPR,das,ADJA,NN, art
PIS,Komma,der,APPR,ART, prels
PRELS,APPR,die,NN,VVFIN, art
VAFIN,PRF,der,NN,APPRART, art
NN,Komma,die,APPR,ART, prels
NN,APPR,der,NN,ART, art
NN,KON,die,NN,APPR, art
NN,APPR,die,NN,ADJD, art
NN,Komma,der,ART,NN, prels
PRELS,APPR,die,ADJA,NN, art
NN,Komma,die,NN,KON, art
NE,NE,der,$(,NN, art
PRELS,APPR,der,NN,NN, art
ADV,KOKOM,die,NN,APPR, art
APPRART,NN,der,NN,VMFIN, art
PROAV,Komma,die,NN,KON, art
VVFIN,Komma,das,PPER,ADV, prels
NN,APPR,das,NN,ART, art
KON,APPR,der,ADJA,NN, art
VAFIN,APPR,die,ADJA,NN, art
VVPP,Komma,die,$(,KOUS, art
NN,VAFIN,die,ADJA,NN, art
NN,Komma,die,PTKZU,VVINF, prels
ADJA,NN,der,NE,VVPP, art
Komma,APPR,der,ART,NN, prels
APPR,PRELS,die,NN,PRF, art
ART,NN,der,NE,$(, art
NN,VVFIN,der,NN,CARD, art
ART,NN,der,NN,ADV, art
NN,APPR,das,ADJA,NN, art
ADJA,NN,der,ADJA,NN, art
NN,Komma,der,ADV,ADV, prels
ART,NN,das,ADV,ADJA, art
Komma,VVFIN,der,NN,NE, art
PPER,ADV,das,NN,VVINF, art
$(,VVFIN,die,NN,ART, art
NN,VVFIN,die,NN,ADV, art
ADJA,NN,der,ADJA,ADJA, art
NE,VAFIN,die,NN,APPRART, art
NE,Komma,die,NE,NE, prels
NN,APPR,der,ADJA,NN, art
CARD,NN,der,ADJA,NN, art
NN,VVFIN,das,NN,PPOSAT, art
KON,NN,der,NN,VVFIN, art
PROAV,VVFIN,das,NN,ADV, art
NN,VVFIN,die,ADJA,NN, art
NN,APPR,der,NN,VVFIN, art
VAFIN,APPR,die,NN,$(, art
NN,APPR,der,NN,KON, art
PTKNEG,APPR,die,NN,VVPP, art
$(,VVFIN,der,NN,NE, art
KON,VAFIN,das,NN,APPR, art
PWAV,ADV,die,NN,APPR, art
TRUNC,NN,der,NN,NN, art
NN,Komma,die,NN,ART, art
NN,APPR,die,NN,$., art
$.,VMFIN,das,NN,APPR, art
ADV,VAFIN,die,NN,ADJD, art
Komma,ADV,die,NN,ART, art
VVINF,Komma,die,APPR,ART, prels
ADV,APPR,die,NN,PTKZU, art
NN,Komma,die,PRF,APPR, prels
PPER,APPR,der,NN,ADV, art
VMFIN,PRF,die,ADJA,$(, art
Komma,KOUS,der,KOKOM,ADV, art
PTKNEG,ADV,die,NN,Komma, art
NN,VVFIN,der,NN,ART, art
NN,Komma,die,ADJD,VVPP, prels
NN,VVFIN,die,NN,APPRART, art
NN,APPR,der,NN,VVINF, art
ADJA,NN,der,NN,APPR, art
NN,APPR,das,NN,VVINF, art
NN,VAFIN,das,NN,KON, art
ART,NN,der,NN,PTKZU, art
NN,APPR,die,NN,VAFIN, art
Komma,VVFIN,die,NN,APPR, art
NN,VAFIN,die,NN,APPR, art
NN,KON,die,NN,$., art
ADJA,NN,der,ADJA,ADJA, art
NN,Komma,die,APPR,ART, prels
PRELS,APPR,der,ADJA,NN, art
KOUS,PPER,der,ADJA,NN, art
PRF,APPR,der,NN,APPR, art
NN,APPR,der,ADJA,NN, art
VVFIN,Komma,die,ART,NN, prels
Komma,PRELS,die,NN,VVFIN, art
ART,NN,der,NN,APPRART, art
NN,APPR,der,ADJA,NN, art
Komma,KON,die,NN,VAFIN, art
$(,NN,die,ADJA,NN, art
NN,VAFIN,die,PIDAT,NN, art
PTKNEG,APPR,der,NE,APPR, art
PTKNEG,ADV,die,NN,NE, art
NN,VVFIN,das,APPR,NE, art
VAFIN,PTKNEG,das,ADJA,NN, art
$(,VVFIN,der,NN,ADJD, art
KON,NN,der,NN,VAFIN, art
NE,Komma,die,APPR,ART, prels
PRELS,APPR,die,NN,ADJD, art
VVFIN,PPER,der,NN,APPRART, art
VVPP,APPR,der,NN,KON, art
NN,APPR,die,NN,ART, art
KON,NE,das,NN,APPR, art
Komma,KON,die,ADJA,NN, art
ADV,APPR,die,NN,ADJA, art
ART,NN,der,NN,$., art
PIDAT,Komma,der,VVFIN,Komma, prels
NN,APPR,der,NN,CARD, art
NN,Komma,die,APPR,NE, prels
NN,VVFIN,die,NN,CARD, art
VAFIN,Komma,die,APPRART,NN, prels
Komma,KOUS,die,ADJA,NN, art
ADJD,APPR,die,NN,VVFIN, art
ADV,VVFIN,der,NN,$., art
KOUS,PRF,die,NN,ART, art
NN,APPR,der,NN,$., art
Komma,ADV,das,NN,Komma, art
ADV,APPR,das,TRUNC,NN, art
PDS,VAFIN,die,ADJA,NN, art
APPR,PIS,der,ADJA,NN, art
VVPP,Komma,das,ART,NN, prels
VAPP,Komma,der,APPR,PPER, prels
Komma,VAFIN,das,APPR,PPER, art
NN,Komma,die,ART,ADJA, prels
VVINF,APPR,der,$(,NN, art
NN,APPR,die,NN,APPR, art
NN,VAFIN,die,NN,VVPP, art
APPRART,NN,der,ADJA,NN, art
ART,NN,der,NN,VVFIN, art
ART,NN,der,ADJA,NN, art
Komma,PWAT,die,NN,NE, art
VAFIN,Komma,der,APPR,ART, prels
Komma,KOUS,die,$(,NN, art
NN,VVFIN,der,NN,ART, art
NN,Komma,die,CARD,CARD, prels
NN,KON,die,NN,APPR, art
NN,Komma,die,ART,TRUNC, prels
NN,APPR,die,NN,ADJA, art
NN,APPR,die,KOKOM,ADJD, art
NN,Komma,die,PROAV,VVFIN, prels
NN,APPR,die,NN,ART, art
NN,APPR,die,NN,$., art
KOUS,ADJD,die,NN,APPR, art
NN,VVFIN,die,NN,APPR, art
PPER,ADJD,die,NN,ART, art
NE,VVFIN,das,NN,APPR, art
PROAV,APPR,der,NN,VVINF, art
NE,VAFIN,der,NN,ART, art
Komma,VVFIN,der,ADJA,NN, art
NN,Komma,die,APPR,ART, prels
PRELS,APPR,der,NN,ART, art
Komma,KOUS,die,NN,ADJD, art
Komma,KOUS,die,NN,ADV, art
NN,Komma,die,PPER,APPRART, prels
$(,VAFIN,das,NN,ART, art
NN,VAFIN,das,NN,Komma, art
NE,NE,die,ADJA,NN, art
Komma,VAFIN,die,NN,ADJD, art
$(,VMFIN,die,NN,APPR, art
KOUS,APPR,der,NN,ART, art
Komma,KOUS,der,NN,APPR, art
ADV,ADV,die,NN,ART, art
APPRART,NN,die,NN,VVFIN, art
CARD,NN,der,NN,NE, art
VAFIN,PPER,die,PIDAT,ADJA, art
NN,APPR,die,NN,$., art
VVFIN,ADV,die,NN,APPR, art
KON,VVFIN,die,ADJA,NN, art
NN,APPR,der,NN,Komma, art
NN,APPR,das,APPRART,ADJA, art
NN,Komma,der,PRF,APPR, prels
Komma,VAFIN,der,NN,APPR, art
Komma,PWAV,die,ADJA,NN, art
VAFIN,$.,die,NN,KON, art
NN,Komma,die,KOKOM,ART, prels
PRELS,KOKOM,der,NN,KON, art
NE,APPR,der,NN,NE, art
NN,VAFIN,der,NN,$(, art
KON,APPR,die,NN,$., art
NN,APPR,die,ADJA,NN, art
ADJD,VVFIN,der,$(,FM, art
NE,Komma,die,APPR,PPOSAT, prels
NE,APPR,der,NN,NE, art
PROAV,VVFIN,die,NN,ART, art
NN,APPR,die,NN,ART, art
NN,VVFIN,das,NN,APPR, art
Komma,KOUS,der,NN,APPR, art
NN,APPR,der,NN,CARD, art
APPR,PPER,die,NN,PTKVZ, art
NN,PTKVZ,der,NN,VVPP, art
ADV,VMFIN,das,NN,VVPP, art
VVFIN,ADV,die,NN,APPR, art
NN,VMFIN,die,NN,VVINF, art
NN,APPR,der,NN,PIDAT, art
ART,NN,der,NN,ADJA, art
NN,NN,der,NE,APPR, art
NN,APPR,das,NN,ART, art
$(,Komma,die,PPER,APPRART, prels
PROAV,APPR,die,$(,NN, art
NE,Komma,die,APPR,ADJA, prels
ART,NN,der,NE,Komma, art
Komma,VVFIN,die,NN,Komma, art
ADJD,VAFIN,der,ADJA,ART, art
NN,ADV,der,ADJA,NN, art
ART,NN,der,NN,VAFIN, art
NN,Komma,das,ART,NN, prels
APPR,PIS,der,NN,ART, art
NN,VVFIN,die,ADJA,CARD, art
NE,Komma,der,ADJA,NN, art
VAFIN,PPER,die,NN,VVPP, art
NN,CARD,die,NN,KOKOM, art
VVFIN,NN,das,NN,$., art
VVFIN,PRF,der,NN,$(, art
NN,Komma,der,NN,NE, art
ART,NN,das,NN,ADV, art
VAFIN,APPR,der,NN,ART, art
VAFIN,PRF,die,NN,APPR, art
VVFIN,APPR,der,NN,APPR, art
NN,Komma,die,ART,NN, prels
ADV,APPR,die,ADJA,NN, art
ADV,PIS,der,ADV,ADJA, art
NE,APPR,der,NN,Komma, art
CARD,NN,die,ADJA,APPR, art
NN,APPR,der,NN,$(, art
PPER,APPR,die,NN,KON, art
VAFIN,APPR,der,NN,APPR, art
CARD,APPR,der,ADJA,NN, art
VVFIN,APPR,die,ADJA,$(, art
NN,APPR,die,ADJA,NN, art
KOUS,ADV,die,ADJA,Komma, art
KON,VAFIN,die,NN,ART, art
APPRART,NN,der,NN,APPR, art
NN,VAFIN,das,NN,APPRART, art
NN,APPR,der,NN,$., art
NE,VVFIN,die,NN,ART, art
NN,APPR,der,$(,NN, art
ART,NN,der,ADJA,NN, art
ADJD,APPR,der,NN,KOKOM, art
Komma,ADV,der,ADJA,NN, art
NN,VAFIN,die,NN,ART, art
ADV,KOKOM,der,NN,ART, art
Komma,KOUS,die,NN,ART, art
ADJD,VAFIN,das,NN,Komma, art
VVFIN,ADV,die,NN,APPR, art
ART,NN,der,ADJA,$(, art
APPRART,NN,der,ADJA,NN, art
NN,$.,der,NN,$., art
NN,$(,der,ADJA,NN, art
ART,NN,der,NN,VVFIN, art
ART,APPR,die,NN,ADJA, art
ADJA,NN,der,NN,VVFIN, art
NN,Komma,das,NE,$., prels
ADJD,APPR,der,NN,VVPP, art
NN,VVFIN,die,NN,ART, art
NN,VVFIN,der,NN,ART, art
ADJA,NN,der,NN,VAFIN, art
ADJD,VVFIN,die,ADJA,NN, art
NN,VVFIN,der,ADJA,NN, art
NE,Komma,der,NE,NE, prels
Komma,VVFIN,das,NN,APPR, art
VVFIN,PROAV,die,ADJA,NN, art
VVFIN,APPR,der,NN,ART, art
APPR,PRELS,die,ADJA,PTKVZ, art
NN,APPR,der,NN,NE, art
VAFIN,APPR,die,NN,ADJD, art
Komma,VVFIN,die,ADJA,ADJA, art
APPRART,NN,der,NN,APPR, art
NN,Komma,der,NN,CARD, art
NN,Komma,die,ADV,NN, prels
Komma,VVFIN,der,NN,APPR, art
NN,VAFIN,die,NN,APPRART, art
ART,NN,der,TRUNC,KON, art
Komma,VVFIN,der,ADJA,NN, art
VMFIN,ADJD,die,NN,APPR, art
KOKOM,NN,der,NN,APPR, art
NN,APPR,der,NN,NE, art
NE,APPR,der,NN,NE, art
VAFIN,APPR,der,NN,NE, art
VVFIN,APPR,der,NN,$., art
NE,VVFIN,das,NN,Komma, art
NN,APPR,der,NN,$., art
NN,APPR,der,NN,$., art
NE,APPR,der,NN,NE, art
NN,APPR,der,NN,VVFIN, art
